rotten_tomatoes_link,movie_info
m/untitled_eliot_spitzer_project,"In the late 2000s, New York Governor Eliot Spitzer is a rising star in the Democratic Party. He's a no-nonsense politician and former attorney general who holds corporations accountable for unethical business practices. But, just one year after he becomes governor, Spitzer resigns after being outed as a frequent client of an expensive and elite escort service. Along with political colleagues and friends, a remorseful Spitzer talks about how his infidelity affected his life and career."
m/untouchable_2019,Former colleagues and victims discuss the rise and fall of Harvey Weinstein.
m/untouchables,"After building an empire with bootleg alcohol, legendary crime boss Al Capone (Robert De Niro) rules Chicago with an iron fist. Though Prohibition agent Eliot Ness (Kevin Costner) attempts to take Capone down, even his best efforts fail due to widespread corruption within the Windy City's police force. Recruiting an elite group of lawmen who won't be swayed by bribes or fear, including Irish-American cop Jimmy Malone (Sean Connery), Ness renews his determination to bring Capone to justice."
m/unzipped,"This behind-the-scenes documentary takes a lighthearted look at the fashion industry through the launch of New York City designer Isaac Mizrahi's 1994 fall collection. The film explores the inspirations Mizrahi drew from to create the line -- which include Eskimos and ""The Mary Tyler Moore Show"" -- while revealing the harried reality of mounting a major fashion show. Along the way, a number of bold-faced fashion icons and actors crop up, including John Galliano to Richard Gere."
m/up,"Carl Fredricksen (Ed Asner), a 78-year-old balloon salesman, is about to fulfill a lifelong dream. Tying thousands of balloons to his house, he flies away to the South American wilderness. But curmudgeonly Carl's worst nightmare comes true when he discovers a little boy named Russell is a stowaway aboard the balloon-powered house."
m/up_and_down,"Post-Soviet Prague is seen through parallel stories of Czechs who share the same city, and yet are worlds apart. Human traffickers ditch a foreign baby with a working-class couple, who so love their new child that the husband (Jirí Machácek) drops his racist soccer hooligan pals. Meanwhile, middle-class Martin (Petr Forman) returns home years after his now-ailing father wooed and won his girlfriend from him. Since then, the couple has raised a child, Martin's sister -- or maybe his daughter."
m/up_close_and_personal,"Warren Justice (Robert Redford), a producer for a Miami news program, watches an audition tape from a young Nevada woman named Sally Atwater (Michelle Pfeiffer) and decides to hire her. Under Warren's mentorship, Sally rises from gofer to on-air personality, and eventually gets a job in Philadelphia, a more prestigious market. There, she tussles with veteran anchorperson Marcia McGrath (Stockard Channing) and lands a story that catapults her to national prominence."
m/up_for_grabs,"During the final leg of Major League Baseball's 2001 season, Giants batter Barry Bonds scores a historic 73rd home run at San Francisco's Pac Bell Park. Victorious in the ensuing scuffle for control of the record-breaking ball is spectator Patrick Hayashi -- a notion disputed by nearby Alex Popov, who claims Hayashi wrestled the ball from him. Director Michael Wranovics examines the resulting court battle, the media circus following the event and the obsessed fans behind the controversy."
m/up_in_smoke_1978,"An unemployed pot-smoking slacker and amateur drummer, Anthony Stoner (Tommy Chong) ditches his strict parents and hits the road, eventually meeting kindred spirit Pedro de Pacas (Cheech Marin). While the drug-ingesting duo is soon arrested for possession of marijuana, Anthony and Pedro get released on a technicality, allowing them to continue their many misadventures and ultimately compete in a rock band contest, where they perform the raucous tune ""Earache My Eye."""
m/up_in_the_air_2009,"An idea from a young, new co-worker (Anna Kendrick) would put an end to the constant travel of corporate downsizer Ryan Bingham (George Clooney), so he takes her on a tour to demonstrate the importance of face-to-face meetings with those they must fire. While mentoring his colleague, he arranges hookups with another frequent-flier (Vera Farmiga), and his developing feelings for the woman prompt him to see others in a new light."
m/up_on_the_glass,Envy and past tensions spark violence between former college friends during an informal reunion at a cottage on Lake Michigan.
m/up_the_academy,The war-obsessed commandant of Weinberg Military Academy is no match for the troublesome brats enrolled there.
m/up_the_down_staircase,"On her first day at Calvin Coolidge High, fledgling teacher Sylvia Barrett (Sandy Dennis) encounters an apathetic faculty, a delinquent student body and an administration that drowns its staff in paperwork. The following days go from bad to worse as Sylvia struggles to reach her most troubled students, bright underachiever Joe and sensitive Alice. When Alice's crush on a male teacher (Patrick Bedford) leads her to attempt suicide, Sylvia questions her ability to help the disadvantaged teens."
m/up_the_sandbox,"A Manhattan professor's (David Selby) pregnant wife (Barbra Streisand) has fantasies, which include her mother and Fidel Castro."
m/up_the_yangtze,"This documentary examine China's rapidly changing economy by focusing on the construction of the Three Gorges Dam. For the government, the dam stands as a symbol of progress; but it displaces hundreds of families during its creation. Following local teenagers Chen Bo Yu and Yu Shi, who work on one of the Western cruise lines that sails up the Yangtze near the dam, the film details the friction in Chinese society as its citizens struggle with the realities of its new consumer capitalism."
m/upgrade_2018,"A brutal mugging leaves Grey Trace paralyzed in the hospital and his beloved wife dead. A billionaire inventor soon offers Trace a cure -- an artificial intelligence implant called STEM that will enhance his body. Now able to walk, Grey finds that he also has superhuman strength and agility -- skills he uses to seek revenge against the thugs who destroyed his life."
m/upside_down_2012,"Though it is forbidden, a man (Jim Sturgess) devises a way to reunite with a long-lost love (Kirsten Dunst) from the twin world that sits just above his own."
m/upside_of_anger,"After her husband runs off with his secretary, Terry Wolfmeyer (Joan Allen) is left to fend for herself -- and her four daughters (Keri Russell, Evan Rachel Wood, Erika Christensen, Alicia Witt). As she hits rock bottom, Terry finds a friend and drinking buddy in next-door neighbor Denny (Kevin Costner), a former baseball player. As the two grow closer, and her daughters increasingly rely on Denny, Terry starts to have reservations about where their relationship is headed."
